ID,LICENSE ID,ACCOUNT NUMBER,SITE NUMBER,LEGAL NAME,DOING BUSINESS AS NAME,ADDRESS,CITY,STATE,ZIP CODE,WARD,PRECINCT,WARD PRECINCT,POLICE DISTRICT,LICENSE CODE,LICENSE DESCRIPTION,BUSINESS ACTIVITY ID,BUSINESS ACTIVITY,LICENSE NUMBER,APPLICATION TYPE,APPLICATION CREATED DATE,APPLICATION REQUIREMENTS COMPLETE,PAYMENT DATE,CONDITIONAL APPROVAL,LICENSE TERM START DATE,LICENSE TERM EXPIRATION DATE,LICENSE APPROVED FOR ISSUANCE,DATE ISSUED,LICENSE STATUS,LICENSE STATUS CHANGE DATE,SSA,LATITUDE,LONGITUDE,LOCATION,Community Areas,Historical Wards 2003-2015,Zip Codes,Census Tracts,Wards
39680-20201216,2754812,34025,1,MARYA VEECK,AUGUST HOUSE STUDIO,2113 W ROSCOE ST 1ST,CHICAGO,IL,60618,32,15,32-15,19,1010,Limited Business License,,,39680,RENEW,,10/15/2020,12/05/2020,N,12/16/2020,12/15/2022,12/05/2020,12/07/2020,AAI,,,41.943070052,-87.681439183,"(41.943070052005986, -87.68143918284882)",46,16,21538,647,40
2637301-20210116,2761840,454994,1,AZZM2 INC.,FOREVER YOGURT - LOGAN SQUARE,2741 N ELSTON AVE,CHICAGO,IL,60647,32,,32-,,1006,Retail Food Establishment,781,Sale of Food Prepared Onsite With Dining Area,2637301,RENEW,,11/15/2020,12/06/2020,N,01/16/2021,01/15/2023,12/06/2020,12/07/2020,AAI,,,41.931465996,-87.686561759,"(41.931465996205475, -87.68656175913836)",23,24,22535,240,40
1546-20201216,2754238,291,1,"S & K FOOD & LIQUOR, INC.","S & K FOOD & LIQUOR, INC.",7500 S EXCHANGE AVE,CHICAGO,IL,60649,7,28,7-28,4,1474,Package Goods,774,Retail Sales of Packaged Liquor,1546,RENEW,,10/15/2020,12/04/2020,N,12/16/2020,12/15/2022,12/04/2020,12/07/2020,AAI,,49,41.758992762,-87.560377811,"(41.75899276178537, -87.56037781077926)",39,43,22538,245,37
76492-20201216,2754892,47340,1,WINDY CITY UPHOLSTERY INC,THE WINDY CITY UPHOLSTERY INC,3054 W BELMONT AVE 1ST,CHICAGO,IL,60618,33,4,33-4,17,1010,Limited Business License,,,76492,RENEW,,10/15/2020,12/04/2020,N,12/16/2020,12/15/2022,12/04/2020,12/07/2020,AAI,,,41.939462295,-87.70482733,"(41.93946229501194, -87.70482733032415)",22,2,21538,425,20
2488564-20200916,2743337,409742,1,"DULCINEA, INC.","DULCINEA, INC.",5215 S KEDZIE AVE 1ST,CHICAGO,IL,60632,14,35,14-35,9,1010,Limited Business License,904,Retail Sales of General Merchandise,2488564,RENEW,,07/15/2020,12/04/2020,N,09/16/2020,09/15/2022,12/04/2020,12/07/2020,AAI,,,41.798507679,-87.703552193,"(41.79850767912813, -87.70355219322796)",61,49,22248,777,8
2762514-20201207,2762514,471976,1,J.M.B.EST. LEGENDARY LLC,J.M.B. EST. LEGENDARY,236 N PULASKI RD 1,CHICAGO,IL,60624,28,,28-,,1010,Limited Business License,767,Retail Sales of General Merchandise and Non-Perishable Food,2762514,ISSUE,12/02/2020,12/02/2020,12/04/2020,N,12/07/2020,12/15/2022,12/04/2020,12/07/2020,AAI,,,41.884643141,-87.725928664,"(41.88464314058556, -87.72592866367854)",27,11,21572,659,23
2762499-20201207,2762499,471965,1,"FADE BY JAY, INC.",FADE BY JAY,3433 N HARLEM AVE,CHICAGO,IL,60634,38,,38-,,1010,Limited Business License,894,Hair Services,2762499,ISSUE,12/01/2020,12/01/2020,12/04/2020,N,12/07/2020,12/15/2022,12/04/2020,12/07/2020,AAI,,,41.942624373,-87.806766105,"(41.94262437310618, -87.80676610517374)",17,39,22254,396,19
2762606-20201207,2762606,472007,1,Maxicare Home Health Services Inc,Northcare Home Health Services,5134 N ELSTON AVE,CHICAGO,IL,60630,45,,45-,,1010,Limited Business License,464,Provide Home Health Care Services,2762606,ISSUE,12/04/2020,12/04/2020,12/04/2020,N,12/07/2020,12/15/2022,12/04/2020,12/07/2020,AAI,,,41.974268114,-87.750385658,"(41.97426811389267, -87.75038565842404)",12,20,21869,746,50
1840670-20210116,2760774,319405,1,RAJNIKANT G DOSHI,DOSHI DISTRIBUTORS,2323 N PULASKI RD 1 1,CHICAGO,IL,60639,35,21,35-21,25,1010,Limited Business License,,,1840670,RENEW,,11/15/2020,12/05/2020,N,01/16/2021,01/15/2023,12/05/2020,12/07/2020,AAI,,,41.923348858,-87.726591992,"(41.9233488575499, -87.72659199167387)",23,27,22535,74,12
2213733-20201216,2754655,18992,1,"T AND M GAS, INC.",SHELL,3159 W ADDISON ST  1,CHICAGO,IL,60618,33,1,33-1,17,8340,Motor Vehicle Services License,712,Motor Vehicle Repair -  Engine and Transmission Work,2213733,RENEW,,10/15/2020,12/07/2020,N,12/16/2020,12/15/2022,12/07/2020,12/08/2020,AAI,,,41.946521971,-87.70775808,"(41.94652197114158, -87.7077580799833)",22,2,21538,425,20
46786-20210116,2759595,36322,1,PUMA'S BARBER SHOP INC,PUMA'S BARBER SHOP,5706 W NORTH AVE 1ST,CHICAGO,IL,60639,29,49,29-49,25,1010,Limited Business License,894,Hair Services,46786,RENEW,,11/15/2020,12/07/2020,N,01/16/2021,01/15/2023,12/07/2020,12/08/2020,AAI,,,41.909452669,-87.768312064,"(41.909452669444335, -87.76831206408544)",26,52,22615,597,7
2216088-20201216,2755757,357498,1,"LITTLE EINSTEINS DAYCARE, INC.","LITTLE EINSTEINS DAYCARE, INC.",3640-3644 W WRIGHTWOOD AVE 1,CHICAGO,IL,60647,31,21,31-21,25,1023,Children's Services Facility License,820,"Supervision of, and Care for, Children 0-6 Years of Age, During the Day between 6am-9pm",2216088,RENEW,,10/15/2020,11/02/2020,N,12/16/2020,12/15/2022,12/07/2020,12/08/2020,AAI,,,41.928344205,-87.718744144,"(41.92834420497909, -87.7187441443834)",23,15,22535,107,17
2569811-20200716,2732041,423488,1,ROOSEVELT AND KOSTNER INC.,ROOSEVELT AND KOSTNER / AMOCO,4402-4416 W ROOSEVELT RD 1ST,CHICAGO,IL,60624,24,48,24-48,11,1275,Filling Station,666,Operation of a Fuel Filling Station,2569811,RENEW,,05/15/2020,07/09/2020,N,07/16/2020,07/15/2022,07/09/2020,12/08/2020,AAI,,,41.866139766,-87.735165257,"(41.86613976581809, -87.73516525679419)",30,36,21572,98,14
2179940-20200816,2736392,374841,1,Sharp Staff Inc,Sharp Staff Inc,5023 W ARMITAGE AVE 1,CHICAGO,IL,60639,36,,36-,,1010,Limited Business License,,,2179940,RENEW,,06/15/2020,12/07/2020,N,08/16/2020,08/15/2022,12/07/2020,12/08/2020,AAI,,,41.916747887,-87.751962695,"(41.9167478869176, -87.75196269469525)",19,7,22615,306,44
2501345-20201216,2756496,411942,1,Marcellous J. Moore,Moore Integrity Tax Service,5836 W LELAND AVE 1ST FLOOR HOUSE,CHICAGO,IL,60630,45,,45-,,4404,Regulated Business License,599,Accounting / Tax Preparation (Home Based Business),2501345,RENEW,,10/15/2020,12/07/2020,N,12/16/2020,12/15/2022,12/07/2020,12/08/2020,AAI,,,41.965985977,-87.773847561,"(41.96598597654471, -87.77384756117388)",15,20,21869,94,50
32465-20201216,2754744,27966,1,JOHN MORGAN,HOUSE OF NIA,2044 E 79TH ST 1ST,CHICAGO,IL,60649,8,28,8-28,4,1010,Limited Business License,894,Hair Services,32465,RENEW,,10/15/2020,12/07/2020,N,12/16/2020,12/15/2022,12/07/2020,12/08/2020,AAI,,50,41.751738964,-87.574199062,"(41.751738964253704, -87.57419906234598)",39,9,22538,420,35
2757459-20201208,2757459,471096,1,MVP Family Learning Center Co,MVP Family Learning Center Co,10622-10624 S HALSTED ST,CHICAGO,IL,60628,34,,34-,,1023,Children's Services Facility License,820,"Supervision of, and Care for, Children 0-6 Years of Age, During the Day between 6am-9pm",2757459,ISSUE,10/26/2020,10/26/2020,10/27/2020,N,12/08/2020,12/15/2022,12/07/2020,12/08/2020,AAI,,45,41.70074439,-87.642788385,"(41.70074439002482, -87.64278838501865)",72,45,21861,595,22
12477-20201216,2754450,6076,1,"WILD GOOSE, INC.",WILD GOOSE BAR & GRILL,4265 N LINCOLN AVE  1ST F,CHICAGO,IL,60618,47,28,47-28,19,1472,Music and Dance,916,Music and Dance,12477,RENEW,,10/15/2020,12/07/2020,N,12/16/2020,12/15/2022,12/07/2020,12/08/2020,AAI,,38,41.959582024,-87.68239844,"(41.95958202440171, -87.68239844007711)",46,13,21538,623,18
2064927-20201116,2751788,357738,1,JKN SALON INC.,HEADQUARTER,2145 S CHINA PL 1ST A,CHICAGO,IL,60616,25,16,25-16,9,1010,Limited Business License,895,Nail Services,2064927,RENEW,,09/15/2020,12/07/2020,N,11/16/2020,11/15/2022,12/07/2020,12/08/2020,AAI,,,41.853738721,-87.634818329,"(41.85373872108577, -87.63481832886455)",35,8,21194,3,26
60179-20201216,2754657,18992,1,"T AND M GAS, INC.",SHELL,3159 W ADDISON ST  1,CHICAGO,IL,60618,33,1,33-1,17,1006,Retail Food Establishment,775,Retail Sales of Perishable Foods,60179,RENEW,,10/15/2020,12/07/2020,N,12/16/2020,12/15/2022,12/07/2020,12/08/2020,AAI,,,41.946521971,-87.70775808,"(41.94652197114158, -87.7077580799833)",22,2,21538,425,20
2762649-20201208,2762649,472043,1,Midway Water & Sewer LLC,Midway Water & Sewer LLC,7044 S FAIRFIELD AVE,CHICAGO,IL,60629,17,,17-,,4404,Regulated Business License,674,Home Repair Services (Home Based Business),2762649,ISSUE,12/07/2020,12/07/2020,12/07/2020,N,12/08/2020,12/15/2022,12/07/2020,12/08/2020,AAI,,14,41.765043254,-87.691961373,"(41.7650432540642, -87.69196137303179)",64,6,21867,383,31
2495844-20201216,2756396,410993,1,ML KITCHEN INC.,ML KITCHEN INC.,1138 W TAYLOR ST 1ST,CHICAGO,IL,60607,25,27,25-27,12,1006,Retail Food Establishment,781,Sale of Food Prepared Onsite With Dining Area,2495844,RENEW,,10/15/2020,12/07/2020,N,12/16/2020,12/15/2022,12/07/2020,12/08/2020,AAI,,,41.869542029,-87.655754319,"(41.86954202892223, -87.65575431875584)",29,8,14917,87,26
12475-20201216,2754449,6076,1,"WILD GOOSE, INC.",WILD GOOSE BAR & GRILL,4265 N LINCOLN AVE  1ST F,CHICAGO,IL,60618,47,28,47-28,19,1006,Retail Food Establishment,775,Retail Sales of Perishable Foods,12475,RENEW,,10/15/2020,12/07/2020,N,12/16/2020,12/15/2022,12/07/2020,12/08/2020,AAI,,38,41.959582024,-87.68239844,"(41.95958202440171, -87.68239844007711)",46,13,21538,623,18
2757822-20201208,2757822,471344,1,"Material Service Testing, Inc.",Material Service Testing,1327 W WASHINGTON BLVD  105,CHICAGO,IL,60607,27,,27-,,1010,Limited Business License,602,Administrative Commercial Office,2757822,ISSUE,11/03/2020,11/03/2020,12/07/2020,N,12/08/2020,12/15/2022,12/07/2020,12/08/2020,AAI,,,41.882812988,-87.66068229,"(41.88281298818196, -87.66068229045455)",29,41,14917,63,46
12476-20201216,2754448,6076,1,"WILD GOOSE, INC.",WILD GOOSE BAR & GRILL,4265 N LINCOLN AVE  1ST F,CHICAGO,IL,60618,47,28,47-28,19,1470,Tavern,829,Tavern - Consumption of Liquor on Premise,12476,RENEW,,10/15/2020,12/07/2020,N,12/16/2020,12/15/2022,12/07/2020,12/08/2020,AAI,,38,41.959582024,-87.68239844,"(41.95958202440171, -87.68239844007711)",46,13,21538,623,18
1443872-20201216,2755226,269215,1,"MID TOWN PRODUCE, INC.","MID TOWN PRODUCE, INC.",3042 N MILWAUKEE AVE,CHICAGO,IL,60618,30,25,30-25,25,1006,Retail Food Establishment,775,Retail Sales of Perishable Foods,1443872,RENEW,,10/15/2020,12/07/2020,N,12/16/2020,12/15/2022,12/07/2020,12/08/2020,AAI,,,41.936398618,-87.719654356,"(41.93639861849938, -87.71965435611558)",22,27,21538,215,21
60184-20201216,2754866,41349,1,EL RANCHITO RESTAURANT CORP,TAQUERIA EL RANCHITO,2829 N MILWAUKEE AVE  1,CHICAGO,IL,60618,35,11,35-11,14,1006,Retail Food Establishment,775,Retail Sales of Perishable Foods,60184,RENEW,,10/15/2020,12/07/2020,N,12/16/2020,12/15/2022,12/07/2020,12/08/2020,AAI,,,41.932656937,-87.713056101,"(41.93265693660558, -87.71305610116421)",22,15,21538,55,12
1569-20201216,2754239,299,1,"J & P FINER FOODS, INC.",J AND P FINER FOODS,3501 W MONTROSE AVE,CHICAGO,IL,60618,35,19,35-19,17,1474,Package Goods,774,Retail Sales of Packaged Liquor,1569,RENEW,,10/15/2020,12/07/2020,N,12/16/2020,12/15/2022,12/07/2020,12/08/2020,AAI,,60,41.960988594,-87.715646316,"(41.9609885935381, -87.71564631629732)",16,2,21538,56,12
2757570-20201208,2757570,471158,1,THEME HOUSE LLC,THEME HOUSE,610-620 W 24TH PL 1ST,CHICAGO,IL,60616,11,,11-,,1006,Retail Food Establishment,735,Preparation of Food and Dining on Premise With Seating,2757570,ISSUE,10/28/2020,10/28/2020,10/28/2020,N,12/08/2020,12/15/2022,12/04/2020,12/08/2020,AAI,,,41.848223052,-87.642119194,"(41.84822305216315, -87.64211919409566)",58,8,21194,3,48
60180-20201216,2744241,18992,1,"T AND M GAS, INC.",SHELL,3159 W ADDISON ST  1,CHICAGO,IL,60618,33,1,33-1,17,1275,Filling Station,666,Operation of a Fuel Filling Station,60180,RENEW,,07/16/2020,12/07/2020,N,12/16/2020,12/15/2022,12/07/2020,12/08/2020,AAI,,,41.946521971,-87.70775808,"(41.94652197114158, -87.7077580799833)",22,2,21538,425,20
2214783-20210116,2760488,271450,1,ARMANDO'S AUTO REPAIR INC.,ARMANDO'S AUTO REPAIR,5310 W DIVERSEY AVE,CHICAGO,IL,60639,31,29,31-29,25,8340,Motor Vehicle Services License,711,Motor Vehicle Repair - Engine and Body Work,2214783,RENEW,,11/15/2020,12/07/2020,N,01/16/2021,01/15/2023,12/07/2020,12/08/2020,AAI,,,41.931472115,-87.759379967,"(41.93147211512627, -87.75937996691255)",19,7,22615,303,17
1354791-20210116,2759807,80290,1,W.R. PABICH MFG CO INC,W.R. PABICH MFG CO INC,2323 N KNOX AVE,CHICAGO,IL,60639,36,42,36-42,25,1009,Manufacturing Establishments,929,Miscellaneous Manufacturing,1354791,RENEW,,11/15/2020,12/07/2020,N,01/16/2021,01/15/2023,12/07/2020,12/08/2020,AAI,,,41.923177013,-87.742474255,"(41.92317701316078, -87.74247425519968)",19,7,22615,289,44
1800755-20201216,2755473,314026,1,"FOUR TREYS, INC.",FOUR TREYS,3333 N DAMEN AVE 1,CHICAGO,IL,60618,32,9,32-9,19,1470,Tavern,829,Tavern - Consumption of Liquor on Premise,1800755,RENEW,,10/15/2020,12/07/2020,N,12/16/2020,12/15/2022,12/07/2020,12/08/2020,AAI,,,41.94235041,-87.678282134,"(41.94235041019631, -87.67828213412655)",46,16,4449,648,40
2762416-20201208,2762416,471915,1,JOSE ROJAS,ROJAS EXCELLENCE LANDSCAPING,5426 S HARDING AVE,CHICAGO,IL,60632,23,,23-,,4404,Regulated Business License,690,Landscaping Services (Home Based Business),2762416,ISSUE,11/27/2020,11/27/2020,11/30/2020,N,12/08/2020,12/15/2022,11/30/2020,12/08/2020,AAI,,,41.794227758,-87.722109614,"(41.7942277578921, -87.72210961446014)",60,35,22248,792,6
1567-20201216,2754241,299,1,"J & P FINER FOODS, INC.",J AND P FINER FOODS,3501 W MONTROSE AVE,CHICAGO,IL,60618,35,19,35-19,17,1006,Retail Food Establishment,775,Retail Sales of Perishable Foods,1567,RENEW,,10/15/2020,12/07/2020,N,12/16/2020,12/15/2022,12/07/2020,12/08/2020,AAI,,60,41.960988594,-87.715646316,"(41.9609885935381, -87.71564631629732)",16,2,21538,56,12
1488966-20201216,2755255,274935,1,"S.R.S. ENTERPRISES, INC.",SUBWAY,3601 N WESTERN AVE,CHICAGO,IL,60618,47,51,47-51,19,1006,Retail Food Establishment,775,Retail Sales of Perishable Foods,1488966,RENEW,,10/15/2020,12/08/2020,N,12/16/2020,12/15/2022,12/08/2020,12/08/2020,AAI,,38,41.9468234,-87.688112634,"(41.94682340031816, -87.688112633821)",46,13,21538,613,18
2758300-20201208,2758300,471667,1,"CHIC CHEF CHICAGO, INC.",CHIC CHEF CATERING,401 S IRMEN DR  D,ADDISON,IL,60101,,,,,1481,Caterer's Liquor License,629,Catering of Liquor From a Business Not Located In Chicago,2758300,ISSUE,11/13/2020,11/13/2020,11/14/2020,N,12/08/2020,12/15/2022,12/08/2020,12/08/2020,AAI,,,,,,,,,,
1489297-20210116,2760518,275094,1,"4059 ARMITAGE, INC.",LA POSADA LOUNGE,4059 W ARMITAGE AVE,CHICAGO,IL,60639,35,20,35-20,25,1470,Tavern,829,Tavern - Consumption of Liquor on Premise,1489297,RENEW,,11/15/2020,12/07/2020,N,01/16/2021,01/15/2023,12/07/2020,12/08/2020,AAI,,,41.917025979,-87.728936822,"(41.917025979267294, -87.72893682225484)",21,27,22615,135,12
1937189-20201116,2751570,337882,1,GEORGE & S HAIR SALON INC.,GEORGE & HAIR SALON INC,5781 N MILWAUKEE AVE 1ST,CHICAGO,IL,60646,45,3,45-3,16,1010,Limited Business License,894,Hair Services,1937189,RENEW,,09/15/2020,10/12/2020,N,11/16/2020,11/15/2022,10/12/2020,12/08/2020,AAI,,,41.986706031,-87.777637668,"(41.986706031323216, -87.77763766832952)",11,20,22532,701,50
1515745-20201216,2755277,279712,1,STICKY RICE  INC.,STICKY RICE,4018 N WESTERN AVE,CHICAGO,IL,60618,47,17,47-17,19,1006,Retail Food Establishment,775,Retail Sales of Perishable Foods,1515745,RENEW,,10/15/2020,12/07/2020,N,12/16/2020,12/15/2022,12/07/2020,12/08/2020,AAI,,38,41.954631107,-87.688630809,"(41.95463110719266, -87.68863080861864)",46,13,21538,624,18
2588904-20201016,2748400,425993,1,"LITTLE CREATIVE MINDS CHILD DEVELOPMENT CENTER, INC.",CREATIVE MINDS CHILD DEVELOPMENT CENTER,3748 W MONTROSE AVE 1ST,CHICAGO,IL,60618,35,22,35-22,17,1023,Children's Services Facility License,820,"Supervision of, and Care for, Children 0-6 Years of Age, During the Day between 6am-9pm",2588904,RENEW,,08/15/2020,10/06/2020,N,10/16/2020,10/15/2022,12/07/2020,12/08/2020,AAI,,,41.961124963,-87.722476773,"(41.961124962789185, -87.72247677282148)",14,28,21538,119,12
2762642-20201208,2762642,472041,1,LUCILA DELGADO,LA RED DE LA GENTE,2869 W CERMAK RD,CHICAGO,IL,60623,12,,12-,,1010,Limited Business License,708,Miscellaneous Commercial Services,2762642,ISSUE,12/07/2020,12/07/2020,12/07/2020,N,12/08/2020,12/15/2022,12/07/2020,12/08/2020,AAI,,,41.85175242,-87.698343385,"(41.851752419987285, -87.69834338468348)",32,29,21569,203,1
2758187-20201208,2758187,471593,1,Javier Solis,Javier Solis,4100 S ASHLAND AVE,CHICAGO,IL,60609,12,,12-,,1010,Limited Business License,904,Retail Sales of General Merchandise,2758187,ISSUE,11/10/2020,11/10/2020,12/07/2020,N,12/08/2020,12/15/2022,12/07/2020,12/08/2020,AAI,,10,41.819441426,-87.665375545,"(41.81944142629576, -87.6653755449091)",59,29,14924,706,1
2197013-20201216,2755922,376897,1,SHIRLEY THREADING TRENDZ INC.,SHIRLEY THREADING TRENDZ INC.,5220 S PULASKI RD 1 INSIDE,CHICAGO,IL,60632,23,6,23-6,8,1010,Limited Business License,,,2197013,RENEW,,10/15/2020,12/07/2020,N,12/16/2020,12/15/2022,12/07/2020,12/08/2020,AAI,,,41.79799187,-87.723443741,"(41.797991869962225, -87.723443740796)",60,35,22248,793,6
2762572-20201208,2762572,471983,1,DD Opportunities LLC,Stadium Games,1532 N NORTH PARK AVE,CHICAGO,IL,60610,27,,27-,,4404,Regulated Business License,722,Online Sales (Home Based Business),2762572,ISSUE,12/02/2020,12/02/2020,12/07/2020,N,12/08/2020,12/15/2022,12/07/2020,12/08/2020,AAI,,48,41.910334499,-87.636785085,"(41.91033449922754, -87.63678508453422)",37,41,14926,290,46
1140639-20201216,2754867,41349,1,EL RANCHITO RESTAURANT CORP,TAQUERIA EL RANCHITO,2829 N MILWAUKEE AVE  1,CHICAGO,IL,60618,35,11,35-11,14,1475,Consumption on Premises - Incidental Activity,638,Consumption of Liquor on Premises,1140639,RENEW,,10/15/2020,12/07/2020,N,12/16/2020,12/15/2022,12/07/2020,12/08/2020,AAI,,,41.932656937,-87.713056101,"(41.93265693660558, -87.71305610116421)",22,15,21538,55,12
2762625-20201208,2762625,472034,1,Luna Flowers Inc,Luna Flowers Inc,5000 N LINCOLN AVE FIRST,CHICAGO,IL,60625,40,,40-,,1010,Limited Business License,921,Retail Sales of Flowers,2762625,ISSUE,12/07/2020,12/07/2020,12/07/2020,N,12/08/2020,12/15/2022,12/07/2020,12/08/2020,AAI,,21,41.971895236,-87.690829799,"(41.97189523592663, -87.69082979878034)",6,13,21849,28,24
2757296-20201208,2757296,466255,1,ONNI INC.,CAFE IL CORTILE,8443-8445 W LAWRENCE AVE 1ST,CHICAGO,IL,60656,38,12,38-12,16,1475,Consumption on Premises - Incidental Activity,638,Consumption of Liquor on Premises,2757296,ISSUE,10/21/2020,10/21/2020,10/21/2020,N,12/08/2020,12/15/2022,12/08/2020,12/08/2020,AAI,,,41.966453173,-87.838385258,"(41.96645317297049, -87.83838525840713)",75,39,4448,130,19
2600-20201216,2754685,24503,1,BALDI CANDY CO,ARWAY CONFECTIONS,3323 W NEWPORT AVE 1ST,CHICAGO,IL,60618,35,24,35-24,17,1007,Wholesale Food Establishment,864,Wholesale Food Sales,2600,RENEW,,10/15/2020,12/07/2020,N,12/16/2020,12/15/2022,12/07/2020,12/08/2020,AAI,,,41.943431506,-87.711380895,"(41.94343150632796, -87.711380895444)",22,15,21538,138,12
2718691-20201209,2718691,467336,1,MICHACA ENTERPRISES CORPORATION,BRASAS CHICAGO RESTAURANT,5409 W NORTH AVE,CHICAGO,IL,60639,37,6,37-6,25,1006,Retail Food Establishment,781,Sale of Food Prepared Onsite With Dining Area,2718691,ISSUE,03/11/2020,10/15/2020,10/21/2020,N,12/09/2020,12/15/2022,12/08/2020,12/09/2020,AAI,,,41.909323858,-87.760974888,"(41.909323858178425, -87.76097488832582)",26,4,22615,599,45
2208340-20200516,2721248,344461,1,"INNER DISCOVERY SERVICES, INC.","INNER DIISCOVERY SERVICES, INC.",1250 W VAN BUREN ST 7 702,CHICAGO,IL,60607,28,16,28-16,12,4404,Regulated Business License,724,Other Home Based Businesses,2208340,RENEW,,03/15/2020,04/21/2020,N,05/16/2020,05/15/2022,04/21/2020,04/22/2020,AAI,,,41.876595014,-87.659005533,"(41.87659501417766, -87.65900553300332)",29,48,14917,91,23
2762453-20201209,2762453,471937,1,"Leadership EDGE, LLC","Leadership EDGE, LLC.",11125 S KEDZIE AVE,CHICAGO,IL,60655,19,,19-,,1010,Limited Business License,602,Administrative Commercial Office,2762453,ISSUE,11/30/2020,11/30/2020,12/08/2020,N,12/09/2020,12/15/2022,12/08/2020,12/09/2020,AAI,,55,41.690800363,-87.700647427,"(41.69080036255022, -87.70064742665738)",73,33,4447,256,42
2762678-20201209,2762678,472064,1,"Family Heating and Air Conditioning, Inc","Family Heating and Air Conditioning, Inc",17113  WINDING CREEK DR  1,ORLAND PARK,IL,60467,,,,,4404,Regulated Business License,901,"Heating, Ventilation and Air Conditioning Services - Residential",2762678,ISSUE,12/08/2020,12/08/2020,12/08/2020,N,12/09/2020,12/15/2022,12/08/2020,12/09/2020,AAI,,,,,,,,,,
1904361-20201216,2755549,331078,1,"FOREFRONT CONSTRUCTION SERVICES, INC.","FOREFRONT CONSTRUCTION SERVICES, INC.",4305 N LINCOLN AVE 1 R,CHICAGO,IL,60618,47,28,47-28,19,1010,Limited Business License,,,1904361,RENEW,,10/15/2020,12/08/2020,N,12/16/2020,12/15/2022,12/08/2020,12/09/2020,AAI,,38,41.959787917,-87.682543534,"(41.95978791686145, -87.68254353425947)",46,13,21538,623,18
13087-20210116,2759504,27184,1,CARMEN ENIT NEGRON,HEALTHY HAIR STUDIO,5951 W GRAND AVE 1ST,CHICAGO,IL,60639,36,7,36-7,25,1010,Limited Business License,894,Hair Services,13087,RENEW,,11/15/2020,12/08/2020,N,01/16/2021,01/15/2023,12/08/2020,12/09/2020,AAI,,,41.920368816,-87.775183777,"(41.92036881601576, -87.77518377691679)",19,52,22615,57,44
2189396-20201016,2747323,375928,1,HENG SAN WONG,TREND SALON,262 W 26TH ST 1ST,CHICAGO,IL,60616,11,36,11-36,9,1010,Limited Business License,894,Hair Services,2189396,RENEW,,08/15/2020,10/11/2020,N,10/16/2020,10/15/2022,10/11/2020,12/09/2020,AAI,,,41.845601286,-87.634228795,"(41.845601286354665, -87.6342287947557)",35,26,21194,3,48
2031880-20201216,2755729,352750,1,"KE SALON, LLC",KE SALON,2211 W MONTROSE AVE 1ST,CHICAGO,IL,60618,47,8,47-8,19,1010,Limited Business License,894,Hair Services,2031880,RENEW,,10/15/2020,12/08/2020,N,12/16/2020,12/15/2022,12/08/2020,12/09/2020,AAI,,,41.961267067,-87.684306744,"(41.96126706719641, -87.68430674436098)",46,13,21538,623,18
2757777-20201209,2757777,471310,1,Adolph Hubbard,adolph,4100 S ASHLAND AVE,CHICAGO,IL,60609,12,,12-,,1010,Limited Business License,904,Retail Sales of General Merchandise,2757777,ISSUE,11/02/2020,11/02/2020,12/08/2020,N,12/09/2020,12/15/2022,12/08/2020,12/09/2020,AAI,,10,41.819441426,-87.665375545,"(41.81944142629576, -87.6653755449091)",59,29,14924,706,1
1898503-20200916,2741648,328573,1,"OLENICK & ASSOCIATES, INC.",OLENICK & ASSOCIATES,205 W WACKER DR 16TH 1600,CHICAGO,IL,60606,42,,42-,1,1010,Limited Business License,,,1898503,RENEW,,07/15/2020,12/08/2020,N,09/16/2020,09/15/2022,12/08/2020,12/09/2020,AAI,,,41.886707304,-87.634150393,"(41.886707304096035, -87.63415039321221)",38,22,14914,92,36
2637315-20201209,2637315,455000,1,THE GIANT PENNY WHISTLE LLC,THE GIANT PENNY WHISTLE,1854-1856 S BLUE ISLAND AVE 1,CHICAGO,IL,60608,25,7,25-7,12,1470,Tavern,829,Tavern - Consumption of Liquor on Premise,2637315,ISSUE,12/13/2018,06/11/2019,04/08/2019,Y,12/09/2020,12/15/2022,07/09/2020,07/09/2020,AAI,,,41.856518124,-87.662479691,"(41.85651812447268, -87.66247969129431)",33,8,14920,365,26
